t,x,y,z
9,469.46,448.26,37.301
9,306.44,634.48,37.547
9,312.36,430.15,35.471
9,314.76,339.66,36.838
9,346.92,213.31,38.471
9,368.91,225.17,38.196
9,412.37,550.89,38.395
9,416.07,275.31,38.575
9,309.65,499.61,38.421
9,312.88,412.98,35.585
9,322.86,31.491,37.84
9,331.97,105.7,40.604
9,385.25,333.06,37.686
9,305.02,693.27,38.577
9,317.92,329.55,38.893
9,323.1,107.22,39.586
9,321.96,228.82,38.067
9,322.91,259.29,39.157
9,323.53,132.47,39.123
9,323.08,145.23,38.999
9,324.49,63.71,38.874
9,343.31,327.4,40.55
9,353.26,637.11,41.409
9,360.43,210.97,40.841
9,388.45,225.08,39.902
9,408.04,254.62,40.489
9,430.89,304.65,39.528
9,315.88,403.87,39.49
9,323.52,255.97,39.137
9,327.13,118.75,40.444
9,318.16,458.36,42.803
9,324.39,187.98,39.906
9,325.1,207.67,40.879
9,327.42,38.297,39.288
9,350.09,199.16,43.261
9,378.98,211.89,43.034
9,434.38,312.81,43.754
9,327.27,73.362,40.864
9,327.59,93.356,41.872
9,326.7,164.53,41.93
9,327.39,60.262,39.597
9,327.34,107.34,41.771
9,353.87,183.76,45.261
9,361.99,190.98,43.835
9,368.5,205.66,44.142
9,397.38,227.43,43.168
9,312.23,658.89,43.411
9,319.22,459.67,43.476
9,325.43,321.8,42.642
9,336.38,60.665,42.655
9,316.73,610.3,43.785
9,324.96,341.89,44.235
9,329.45,140.47,44.023
9,330.91,118.63,43.213
9,362.55,188.43,44.374
9,366.44,302.97,43.85
9,399.26,314.63,44.246
9,315.07,689.03,45.477
9,319.1,629.27,47.212
9,317.82,633.64,46.261
9,328.64,423.22,46.612
9,330.62,269.88,43.838
9,330.04,304.23,44.974
9,336.78,15.424,44.277
9,351.62,156.37,46.765
9,379.8,609.49,47.137
9,422.8,271.11,46.742
9,443.21,516.61,47.315
9,319.51,645.26,46.957
9,322.92,484.6,46.897
9,328.4,349.45,45.656
9,329.89,409.95,46.187
9,332.43,231.97,45.426
9,354.29,533.06,47.661
9,357.98,519.4,46.664
9,368.01,53.834,49.242
9,386.45,208.72,47.54
9,446.32,329.91,46.441
9,468.3,390.33,50.283
9,320.29,665.24,47.524
9,320.87,586.16,46.591
9,322.62,619.82,47.299
9,324.18,532.39,47.559
9,334.27,178.23,46.912
9,335.88,292.09,47.974
9,337.86,89.935,46.733
9,319.58,655.64,47.825
9,323.5,561.27,48.648
9,328.01,509.77,48.474
9,333.99,259.32,46.99
9,376.29,616.23,49.945
9,390.03,508.27,50.302
9,322.16,629.87,48.971
9,323.99,693.65,50.021
9,331.51,340.8,48.663
9,333.17,382.86,50.097
9,336.27,321.94,50.119
9,337.0,159.65,48.509
9,346.45,672.33,51.921
9,326.76,533.93,49.069
9,383.8,607.77,50.451
9,326.46,685.38,52.065
9,335.78,421.08,51.225
9,337.56,356.46,51.875
9,340.56,214.55,50.487
9,342.19,266.87,49.448
9,342.39,102.02,51.654
9,364.73,152.5,53.829
9,379.37,592.08,51.894
9,444.51,310.35,52.526
9,328.45,675.12,52.978
9,332.73,488.6,52.389
9,335.51,444.56,53.123
9,344.78,9.285,51.831
9,343.24,84.285,51.215
9,345.93,71.88,51.884
9,371.57,356.39,53.379
9,459.44,350.26,53.357
9,335.73,466.74,54.088
9,339.08,331.7,53.587
9,339.25,363.87,52.761
9,338.58,378.08,53.226
9,339.5,317.55,52.853
9,344.24,241.23,51.497
9,346.43,23.042,53.284
9,348.94,167.56,51.382
9,374.53,169.3,53.437
9,383.47,183.69,54.595
9,331.76,639.5,54.871
9,342.34,348.3,52.86
9,342.98,424.13,55.385
9,355.89,665.39,56.488
9,432.28,539.79,56.421
9,467.82,377.86,56.285
9,333.27,600.62,55.069
9,333.59,657.49,55.774
9,337.91,496.59,55.658
9,341.85,515.07,55.436
9,345.43,290.26,54.225
9,347.62,159.2,53.189
9,347.21,220.53,54.911
9,349.14,9.0686,53.782
9,414.8,231.16,56.767
9,447.17,519.92,56.221
9,337.8,619.49,57.333
9,342.11,396.99,55.91
9,345.5,352.8,55.918
9,371.57,145.37,58.109
9,427.7,547.15,57.52
9,480.07,442.11,57.457
9,337.22,629.93,57.355
9,350.47,177.03,56.517
9,352.94,120.35,58.187
9,353.53,46.049,57.39
9,404.0,581.7,60.178
9,440.13,290.82,58.682
9,336.03,668.66,58.002
9,353.1,76.195,57.982
9,353.51,278.99,58.354
9,363.53,657.93,59.791
9,398.76,384.66,61.432
9,339.29,611.21,59.194
9,347.68,408.21,60.471
9,348.08,332.17,59.696
9,353.88,192.08,59.431
9,354.31,200.09,58.507
9,353.58,146.49,59.166
9,369.67,375.52,61.29
9,372.26,638.39,62.587
9,429.86,544.78,59.429
9,433.09,264.64,61.283
9,349.63,344.01,60.525
9,353.52,252.62,60.814
9,370.21,111.99,61.329
9,379.87,627.45,61.245
9,390.15,367.0,62.476
9,341.93,635.8,61.752
9,344.28,623.18,61.718
9,358.72,52.896,61.715
9,358.05,88.186,60.415
9,372.21,136.54,63.678
9,387.21,615.96,62.923
9,422.06,238.44,63.512
9,423.32,552.34,62.97
9,439.83,279.85,63.083
9,459.82,502.01,62.41
9,343.86,616.9,62.629
9,346.0,567.0,62.829
9,347.15,537.8,62.5
9,348.33,518.87,62.435
9,349.54,491.99,63.087
9,358.03,682.87,64.838
9,406.45,198.15,65.411
9,440.5,529.67,63.084
9,463.03,354.0,63.205
9,343.59,641.98,62.622
9,359.66,223.26,62.893
9,359.96,60.92,63.735
9,360.02,120.12,62.987
9,401.08,591.63,66.239
9,409.12,324.36,63.398
9,427.66,248.69,65.737
9,345.26,686.79,64.258
9,345.94,665.7,64.663
9,351.67,486.92,65.0
9,355.62,304.73,62.845
9,354.56,364.53,63.558
9,362.05,156.64,62.165
9,360.8,226.1,63.292
9,362.59,39.038,63.92
9,362.98,94.127,62.899
9,396.86,345.24,64.164
9,348.57,656.44,65.073
9,352.35,510.3,65.571
9,355.63,410.15,66.137
9,354.61,469.73,66.136
9,360.47,195.37,63.843
9,362.42,244.85,65.671
9,365.97,99.428,63.954
9,370.26,87.928,64.656
9,371.44,289.06,65.076
9,387.2,151.79,67.672
9,389.52,375.6,66.331
9,430.52,338.92,67.131
9,442.02,303.62,66.236
9,474.24,388.74,66.344
9,354.51,502.05,66.097
9,357.95,349.64,66.645
9,365.25,180.17,65.776
9,366.8,19.121,64.505
9,366.21,135.44,66.891
9,365.38,182.61,65.61
9,367.7,61.947,65.984
9,368.43,659.51,67.358
9,404.34,359.75,68.566
9,439.39,270.73,66.943
9,352.52,597.34,67.595
9,354.47,582.04,67.631
9,354.79,549.19,67.789
9,359.34,389.41,68.579
9,360.34,376.12,68.377
9,360.79,698.56,68.484
9,362.28,297.15,67.053
9,367.82,13.733,66.422
9,368.01,32.897,66.776
9,450.99,307.31,69.139
9,354.03,607.46,68.877
9,354.67,650.39,68.204
9,355.98,566.73,69.08
9,360.25,432.23,68.983
9,359.82,402.4,68.091
9,364.0,684.34,69.944
9,365.52,263.64,67.84
9,411.26,193.1,70.022
9,473.19,487.41,68.925
9,354.6,635.27,69.306
9,357.79,534.04,69.409
9,363.22,362.0,68.99
9,368.48,239.35,68.649
9,373.58,77.593,68.55
9,382.5,72.491,70.048
9,389.97,68.35,72.0
9,360.55,475.41,70.283
9,360.75,489.57,70.46
9,364.23,346.46,69.922
9,363.13,379.74,69.892
9,380.49,60.819,71.619
9,392.4,356.14,72.079
9,414.58,370.71,71.805
9,359.12,657.58,72.132
9,358.64,621.08,71.721
9,361.75,483.39,71.829
9,364.61,428.32,71.393
9,367.56,322.8,69.6
9,368.15,280.18,70.477
9,369.88,243.11,70.345
9,373.49,122.17,69.213
9,381.73,8.7418,72.146
9,389.32,494.83,72.458
9,389.76,701.43,73.537
9,392.13,613.49,72.405
9,418.61,204.12,73.785
9,360.05,600.59,72.204
9,360.02,677.19,72.701
9,365.99,413.76,72.444
9,366.15,699.37,72.561
9,374.01,145.75,71.571
9,375.48,47.058,72.067
9,382.36,230.86,72.12
9,448.11,293.96,72.892
9,457.14,414.26,72.877
9,366.84,389.14,72.683
9,376.19,159.04,73.015
9,382.7,3.5048,72.991
9,406.52,435.08,74.177
9,428.1,223.25,72.929
9,450.87,303.26,73.058
9,457.42,407.41,72.959
9,362.43,655.51,74.366
9,371.74,363.69,75.069
9,378.12,113.45,74.747
9,380.53,204.75,73.881
9,382.78,637.98,76.459
9,397.56,312.58,75.153
9,444.34,282.0,73.942
9,468.05,368.23,74.597
9,481.83,413.39,74.46
9,380.07,131.22,74.503
9,385.38,173.16,75.53
9,386.86,89.122,75.603
9,367.26,642.63,76.434
9,372.08,345.01,76.145
9,372.64,456.3,77.034
9,374.22,319.08,75.77
9,381.72,651.55,77.278
9,368.48,602.99,78.028
9,372.23,519.32,77.856
9,374.14,405.97,77.939
9,374.56,358.05,77.673
9,378.22,673.95,78.632
9,379.18,266.56,76.742
9,385.04,225.88,75.108
9,398.19,564.89,77.12
9,367.69,610.62,77.916
9,371.79,552.47,79.173
9,372.65,521.6,78.326
9,373.29,568.77,79.153
9,375.69,337.92,79.115
9,375.4,366.75,77.802
9,384.74,644.29,79.259
9,386.29,168.47,76.745
9,389.18,630.83,79.426
9,397.45,187.95,79.075
9,405.2,148.24,79.079
9,372.56,583.19,79.682
9,374.39,422.57,79.25
9,373.48,570.62,79.155
9,374.97,534.68,78.894
9,390.45,209.73,79.644
9,392.24,623.96,80.904
9,431.25,435.28,80.047
9,372.2,666.98,80.181
9,372.41,679.17,79.218
9,378.57,303.46,80.645
9,378.46,398.37,80.363
9,383.46,249.56,77.083
9,403.47,132.42,81.14
9,420.69,191.59,81.426
9,462.5,340.43,81.571
9,374.58,545.38,81.187
9,377.73,441.93,81.618
9,377.1,337.16,80.146
9,389.67,149.05,80.599
9,397.66,77.215,80.811
9,399.64,603.85,81.609
9,415.01,163.23,82.606
9,415.4,103.36,82.334
9,429.2,505.08,82.812
9,462.84,341.99,81.47
9,378.59,407.43,80.908
9,380.78,308.83,81.573
9,381.93,672.05,81.861
9,384.24,281.47,81.426
9,390.34,39.183,80.626
9,390.17,109.64,82.224
9,428.92,89.324,83.626
9,616.04,179.8,84.218
9,375.27,702.16,83.684
9,379.02,434.24,83.495
9,378.36,687.81,82.952
9,380.16,562.9,83.769
9,381.91,382.72,83.829
9,390.31,173.26,79.578
9,391.49,237.32,81.018
9,396.5,614.2,84.212
9,408.11,226.53,82.973
9,412.24,285.05,84.494
9,437.8,543.84,85.356
9,379.85,637.69,84.108
9,381.11,373.3,82.617
9,382.57,345.77,84.095
9,398.9,51.262,83.104
9,399.48,198.0,82.573
9,414.7,272.89,84.259
9,449.03,287.55,84.769
9,468.51,370.52,83.386
9,483.72,431.55,85.494
9,645.22,193.31,85.471
9,649.06,155.92,86.751
9,385.14,459.01,87.907
9,382.52,495.19,85.745
9,384.03,332.84,84.565
9,390.7,650.6,86.381
9,396.67,21.391,83.883
9,401.55,97.643,85.62
9,403.94,595.03,85.222
9,408.49,212.24,83.21
9,411.19,295.97,86.438
9,414.12,217.98,85.369
9,416.68,350.96,85.789
9,419.57,261.09,85.148
9,424.78,262.71,85.091
9,485.22,472.25,86.415
9,504.43,469.14,87.471
9,646.02,172.64,87.564
9,647.69,139.96,87.582
9,393.1,30.759,83.991
9,398.43,162.83,85.179
9,401.22,206.25,84.608
9,411.14,169.73,84.871
9,423.41,296.72,85.486
9,424.27,198.75,85.323
9,427.89,206.7,85.752
9,440.35,523.56,85.849
9,452.02,311.35,86.709
9,476.09,442.87,86.962
9,644.51,180.36,87.709
9,655.04,163.16,88.844
9,384.4,657.69,86.644
9,392.58,260.99,87.327
9,392.26,269.16,86.8
9,392.46,314.07,88.393
9,398.28,154.36,85.122
9,406.07,41.491,87.66
9,414.3,422.47,88.027
9,423.7,288.05,87.064
9,459.83,533.0,90.827
9,656.37,173.76,89.592
9,391.44,664.67,89.034
9,393.62,285.29,88.316
9,395.31,277.78,88.185
9,398.12,309.35,87.507
9,399.45,38.659,86.856
9,398.96,140.41,88.39
9,400.86,247.41,85.428
9,455.72,316.71,88.536
9,486.69,444.44,88.948
9,500.77,482.08,89.492
9,391.37,359.28,89.514
9,393.14,352.99,89.431
9,398.24,5.5049,89.176
9,402.37,146.02,87.214
9,418.22,557.52,89.047
9,420.69,410.73,89.795
9,440.52,537.83,90.257
9,645.52,147.34,90.313
9,390.57,601.02,90.688
9,392.24,363.83,89.901
9,394.04,188.77,89.681
9,394.72,332.44,90.723
9,399.52,308.14,88.112
9,410.18,60.137,91.469
9,413.98,565.11,90.872
9,609.34,157.79,92.402
9,617.96,142.94,91.444
9,660.63,213.93,92.887
9,391.17,452.1,91.561
9,391.41,566.09,91.845
9,391.1,582.35,91.799
9,398.01,625.59,91.542
9,402.79,114.97,90.867
9,404.49,672.51,92.349
9,421.01,157.0,91.677
9,442.0,545.99,91.214
9,451.79,555.73,93.223
9,496.27,466.15,92.009
9,537.81,237.93,92.515
9,658.42,127.42,92.93
9,391.22,460.15,91.955
9,392.89,504.05,93.06
9,392.62,574.98,92.272
9,392.63,592.88,92.836
9,393.13,617.47,92.723
9,393.91,369.67,91.967
9,407.41,127.57,92.448
9,408.7,570.47,92.771
9,445.87,499.06,92.489
9,446.67,559.29,93.116
9,533.01,258.24,93.88
9,541.7,260.06,92.992
9,546.44,215.08,93.551
9,602.38,177.88,94.878
9,665.19,201.86,95.109
9,395.46,438.67,93.831
9,416.34,147.89,92.943
9,447.81,275.74,94.019
9,446.42,495.67,95.087
9,465.92,381.06,93.962
9,598.56,183.48,95.503
9,395.56,512.67,94.199
9,398.13,197.48,93.692
9,398.43,420.1,94.639
9,400.24,531.33,95.142
9,416.34,45.171,96.009
9,465.64,390.72,94.717
9,398.25,680.67,94.763
9,401.59,362.07,95.079
9,407.53,171.88,93.05
9,406.61,559.02,95.001
9,411.17,109.98,95.693
9,446.51,268.24,96.853
9,462.29,457.49,96.028
9,467.83,404.28,95.343
9,522.06,217.62,96.03
9,399.49,639.45,96.348
9,407.33,290.02,96.433
9,415.39,63.181,95.675
9,435.21,510.33,97.513
9,437.33,550.32,95.76
9,462.45,361.36,96.021
9,466.71,467.02,96.262
9,627.51,191.68,96.001
9,658.79,222.51,97.951
9,401.36,482.83,97.967
9,402.23,372.15,97.208
9,405.3,191.76,95.395
9,407.51,609.12,97.743
9,409.01,257.53,95.97
9,409.59,259.89,96.069
9,409.59,278.31,96.948
9,430.43,195.51,95.992
9,481.91,485.57,96.748
9,529.99,181.09,99.287
9,660.64,110.07,99.128
9,404.45,472.23,98.667
9,406.84,395.73,98.81
9,408.39,348.38,98.656
9,409.48,646.07,99.878
9,409.8,667.21,98.542
9,417.16,21.319,98.262
9,417.16,29.715,96.02
9,419.37,45.804,97.349
9,420.51,94.087,98.559
9,423.67,564.99,98.836
9,424.75,143.13,96.604
9,443.34,250.72,97.06
9,594.62,264.14,98.537
9,403.25,444.23,99.476
9,404.88,379.89,99.001
9,404.62,591.72,97.961
9,408.87,221.36,98.818
9,410.54,184.07,96.933
9,452.38,305.45,99.59
9,489.31,473.1,97.241
9,512.84,243.69,100.66
9,514.65,220.85,98.574
9,567.12,253.17,101.29
9,661.87,101.06,100.72
9,406.5,457.04,101.04
9,408.3,425.66,100.69
9,409.13,651.1,101.03
9,416.79,266.12,99.774
9,420.01,240.64,98.918
9,444.42,422.54,101.2
9,487.88,463.65,100.11
9,546.39,232.64,102.32
9,544.33,284.61,102.1
9,560.28,295.57,101.92
9,581.53,170.11,104.09
9,591.57,230.82,101.09
9,404.84,502.07,101.11
9,412.47,349.01,100.83
9,416.93,215.76,100.83
9,416.89,610.31,100.91
9,436.49,217.54,101.58
9,448.81,477.84,101.99
9,454.81,503.26,102.83
9,457.02,330.69,100.98
9,515.63,257.5,102.64
9,561.02,234.48,102.41
9,570.2,279.56,101.88
9,574.99,244.52,103.4
9,592.27,223.04,103.67
9,413.4,413.55,103.54
9,416.88,291.96,102.19
9,416.74,319.85,102.47
9,417.36,567.96,100.47
9,431.37,180.66,101.33
9,492.8,488.67,102.51
9,525.95,167.53,103.74
9,526.27,170.24,103.3
9,536.48,165.47,104.5
9,538.99,238.02,102.77
9,547.41,218.1,104.44
9,549.15,267.77,104.27
9,552.4,230.43,103.99
9,553.0,248.3,104.3
9,564.07,222.55,103.19
9,581.2,254.3,103.05
9,586.01,287.89,101.76
9,604.68,250.03,104.55
9,645.96,102.74,104.41
9,683.67,177.73,104.73
9,412.2,452.94,104.08
9,419.52,515.55,103.39
9,453.65,509.2,103.73
9,458.07,421.97,103.53
9,520.96,274.25,105.33
9,541.26,284.86,103.0
9,545.13,216.42,104.49
9,561.03,200.7,104.55
9,568.03,283.65,103.54
9,578.05,226.2,104.76
9,615.08,120.92,102.61
9,645.06,113.32,103.73
9,662.09,227.61,104.0
9,683.05,100.62,104.97
9,413.76,358.41,103.73
9,417.84,327.87,104.59
9,423.36,214.75,104.58
9,439.33,51.776,103.58
9,439.91,232.57,103.79
9,444.5,529.85,104.8
9,460.12,517.36,105.79
9,508.9,187.52,106.72
9,510.48,237.45,103.56
9,546.32,293.6,103.99
9,553.77,303.88,105.34
9,573.34,183.18,106.22
9,580.69,270.98,104.58
9,604.79,229.91,104.94
9,607.14,183.16,104.45
9,608.38,238.72,105.37
9,671.45,228.31,105.29
9,442.5,505.8,103.77
9,498.27,208.25,107.91
9,500.36,199.49,105.98
9,522.3,279.83,106.6
9,534.49,296.76,108.11
9,541.36,295.35,106.5
9,542.92,159.24,107.61
9,601.89,257.46,106.22
9,621.99,194.98,103.87
9,628.98,122.53,105.17
9,425.25,282.41,105.97
9,438.76,236.94,105.13
9,441.95,262.94,104.44
9,445.81,512.67,106.71
9,459.21,368.99,106.1
9,504.52,489.39,106.27
9,547.98,198.52,108.03
9,586.03,182.37,108.16
9,594.47,263.98,105.8
9,595.52,274.41,107.67
9,605.15,222.59,109.43
9,615.58,191.61,105.17
9,619.25,258.68,108.06
9,627.52,203.93,106.27
9,630.22,222.76,108.88
9,659.16,86.429,107.72
9,419.95,443.75,108.53
9,419.46,451.4,107.58
9,429.35,160.13,104.86
9,443.39,282.59,107.37
9,461.01,541.57,108.23
9,494.19,208.86,108.54
9,497.56,204.43,107.7
9,517.04,276.42,107.97
9,518.55,220.55,106.86
9,524.32,186.74,106.49
9,582.43,305.53,107.7
9,592.27,301.02,108.26
9,629.71,105.54,108.97
9,420.68,380.87,107.41
9,421.03,487.05,108.38
9,449.55,111.81,108.4
9,449.09,309.94,107.62
9,451.95,502.49,107.14
9,468.29,529.99,108.91
9,500.8,486.06,106.74
9,506.85,250.07,109.09
9,537.32,160.21,108.28
9,592.76,298.61,108.28
9,597.44,190.25,110.79
9,622.65,267.85,109.54
9,421.2,396.28,108.03
9,434.81,302.22,108.98
9,448.2,81.798,110.57
9,450.81,75.556,109.09
9,650.13,92.775,109.11
9,520.52,162.72,110.65
9,525.54,158.7,109.89
9,602.65,296.2,110.29
9,609.08,187.59,110.11
9,427.12,422.62,111.45
9,432.89,334.34,111.4
9,448.7,332.54,109.23
9,499.4,237.36,110.93
9,500.3,188.43,113.43
9,508.01,263.31,111.44
9,509.52,224.17,111.27
9,573.02,135.16,114.97
9,578.15,318.59,111.04
9,582.55,166.13,111.35
9,605.25,287.94,111.92
9,619.14,280.21,111.88
9,432.78,339.01,111.81
9,438.06,320.52,111.34
9,439.65,477.6,110.12
9,453.45,639.27,114.59
9,454.27,176.06,111.76
9,457.08,80.189,112.34
9,459.7,30.859,112.22
9,500.86,241.6,111.45
9,604.85,302.18,111.25
9,616.31,295.41,112.87
9,621.93,122.26,111.52
9,627.52,215.02,112.11
9,665.16,76.494,112.82
9,679.7,70.327,114.85
9,428.85,454.87,112.92
9,447.09,349.08,111.25
9,513.62,279.3,113.64
9,550.19,312.92,113.79
9,575.91,127.33,116.71
9,581.61,319.57,112.73
9,593.66,318.51,113.79
9,605.5,311.85,113.69
9,636.43,100.4,112.89
9,685.9,233.84,116.01
9,699.83,232.38,116.21
9,463.38,308.18,116.83
9,490.03,472.89,110.41
9,491.06,165.77,116.14
9,502.94,252.66,113.85
9,507.44,204.75,113.21
9,600.86,119.01,114.62
9,611.53,110.38,113.53
9,629.03,261.77,114.43
9,634.25,224.79,116.18
9,650.69,82.013,115.56
9,702.27,225.77,116.77
9,448.26,454.8,115.66
9,452.37,430.79,115.95
9,454.27,223.39,114.45
9,456.19,104.43,114.43
9,457.41,190.8,114.9
9,465.62,107.65,115.56
9,481.57,180.9,116.33
9,493.78,188.68,115.87
9,534.99,304.21,115.27
9,585.17,160.35,116.18
9,647.37,233.17,118.4
9,453.57,211.5,116.47
9,455.57,396.7,116.86
9,486.07,523.57,117.62
9,515.12,509.7,116.76
9,539.57,160.38,115.04
9,539.38,308.55,115.84
9,607.97,206.94,118.65
9,612.13,311.91,116.3
9,625.43,223.89,117.38
9,635.51,279.85,116.57
9,453.09,424.37,117.49
9,456.0,95.604,116.15
9,457.48,212.26,117.85
9,474.94,182.71,117.96
9,482.82,164.98,117.96
9,530.05,143.7,119.48
9,588.66,322.39,116.35
9,599.03,320.96,116.57
9,616.89,304.6,117.24
9,627.18,290.41,119.11
9,658.2,70.35,117.99
9,447.49,164.75,117.27
9,451.49,441.32,118.17
9,456.62,272.34,118.38
9,469.18,39.761,117.79
9,480.52,203.38,118.68
9,486.71,167.16,117.46
9,522.91,514.67,119.84
9,524.94,299.06,118.16
9,619.68,99.036,119.15
9,506.95,152.76,120.49
9,569.32,138.63,120.49
9,594.55,180.77,120.25
9,622.69,299.8,118.64
9,650.64,71.765,119.82
9,694.87,240.22,122.22
9,471.68,524.37,118.9
9,474.74,125.98,121.14
9,483.45,25.915,121.02
9,487.41,532.39,121.45
9,494.45,205.73,120.81
9,538.72,156.79,119.34
9,570.12,336.97,122.29
9,640.41,280.49,120.45
9,448.77,321.34,119.99
9,456.84,402.0,119.96
9,456.68,409.97,121.05
9,458.14,391.91,120.7
9,460.53,526.14,120.05
9,483.45,213.57,122.36
9,496.34,210.56,122.07
9,534.1,308.99,119.96
9,586.31,331.73,120.35
9,624.62,317.58,123.29
9,460.27,88.464,120.47
9,461.06,254.53,121.93
9,460.19,263.46,122.15
9,636.21,79.964,122.97
9,714.42,61.373,124.95
9,449.93,179.83,123.14
9,457.72,297.25,123.11
9,497.23,226.56,124.22
9,552.18,327.41,124.17
9,594.09,118.4,123.24
9,666.99,238.46,125.29
9,463.7,19.746,121.66
9,477.86,69.593,123.71
9,495.91,238.54,123.95
9,505.43,61.576,125.55
9,519.88,165.04,125.46
9,527.63,309.07,126.28
9,563.93,338.51,124.93
9,630.59,225.16,125.47
9,646.5,273.43,125.79
9,455.67,34.82,121.8
9,461.67,323.08,127.25
9,466.3,192.03,124.03
9,468.55,223.64,125.6
9,494.81,8.5022,125.13
9,507.71,146.84,124.46
9,522.25,159.63,126.03
9,573.69,131.16,126.24
9,590.67,177.05,127.28
9,599.4,333.28,125.97
9,623.8,88.524,125.31
9,627.74,318.67,125.43
9,636.97,308.81,126.41
9,720.48,76.275,126.6
9,572.5,2.9731,128.11
9,641.71,233.17,126.33
9,647.6,235.3,124.81
9,675.18,61.089,127.06
9,460.83,167.88,125.52
9,465.67,313.38,128.68
9,467.3,243.29,126.96
9,497.01,188.97,126.88
9,537.38,321.57,127.59
9,572.25,141.21,124.51
9,698.5,68.898,127.36
9,468.33,216.81,127.07
9,470.0,133.15,126.59
9,499.48,138.43,128.71
9,556.03,338.68,129.72
9,564.4,12.518,130.5
9,566.95,127.22,127.52
9,611.09,210.41,130.4
9,717.42,240.72,129.1
9,463.25,66.204,125.32
9,470.64,285.6,128.86
9,472.34,71.496,127.23
9,504.5,127.55,129.8
9,533.24,130.14,129.74
9,535.86,129.71,129.89
9,541.46,240.51,129.72
9,650.78,65.758,129.1
9,689.68,244.45,130.31
9,729.24,51.754,132.3
9,476.95,93.557,129.18
9,493.67,695.84,133.33
9,495.04,676.67,134.1
9,590.23,108.79,132.63
9,630.07,325.9,130.43
9,470.46,165.46,130.1
9,470.44,201.94,130.07
9,473.06,304.62,132.24
9,499.76,634.69,132.66
9,548.96,334.29,130.64
9,602.76,100.46,134.23
9,637.32,71.066,131.93
9,455.43,214.9,131.29
9,468.64,320.16,133.2
9,468.53,322.6,133.2
9,520.02,308.02,133.68
9,578.83,116.59,132.7
9,602.94,198.62,131.9
9,610.24,339.29,132.44
9,653.76,300.82,131.14
9,468.88,342.93,134.16
9,473.83,231.16,132.31
9,483.03,104.12,131.64
9,494.14,566.29,135.43
9,504.17,659.87,134.61
9,536.97,532.63,134.01
9,679.53,62.328,130.61
9,708.84,64.97,133.62
9,474.01,171.8,134.07
9,476.65,259.54,134.09
9,506.58,407.41,137.01
9,541.34,275.41,135.91
9,565.36,346.33,133.91
9,725.91,240.33,136.13
9,475.31,31.844,134.92
9,475.27,151.94,135.84
9,475.71,333.2,137.57
9,478.45,277.19,135.47
9,500.73,274.66,136.64
9,502.51,687.14,139.28
9,505.78,652.28,138.06
9,573.84,17.17,136.12
9,630.58,232.06,137.33
9,637.32,329.66,135.28
9,657.5,242.11,136.07
9,476.64,545.6,138.47
9,483.39,114.59,134.89
9,487.54,558.27,137.43
9,496.22,645.96,139.03
9,508.4,635.44,138.98
9,559.5,27.587,137.5
9,585.95,168.34,136.09
9,612.27,345.27,136.67
9,661.95,293.26,135.94
9,666.81,289.5,136.37
9,668.32,53.686,138.73
9,698.73,54.065,138.33
9,707.51,247.14,139.22
9,709.47,47.665,135.62
9,738.41,46.825,138.62
9,476.3,148.79,136.93
9,476.3,324.25,138.33
9,480.63,222.24,137.1
9,481.73,217.34,137.59
9,501.19,29.716,137.2
9,584.4,356.09,139.81
9,651.41,308.8,136.66
9,463.99,191.96,137.24
9,482.23,587.57,138.84
9,482.91,295.2,139.08
9,481.65,355.77,138.57
9,487.34,588.77,140.95
9,505.11,281.94,137.92
9,507.17,598.32,140.24
9,512.31,299.88,139.0
9,514.51,693.16,140.64
9,589.27,10.401,140.53
9,594.3,353.33,139.16
9,685.27,49.296,139.71
9,469.26,653.32,139.01
9,593.98,185.11,139.67
9,616.61,82.249,141.22
9,639.16,64.479,140.97
9,660.25,54.417,141.2
9,670.07,262.99,139.3
9,483.83,196.95,138.77
9,483.18,230.6,139.72
9,492.62,77.275,139.91
9,509.3,223.58,141.42
9,521.17,112.57,139.95
9,521.25,681.31,142.76
9,529.36,329.13,140.01
9,551.24,344.95,140.25
9,578.82,131.6,142.19
9,619.66,344.33,138.85
9,628.85,226.68,140.04
9,480.41,326.11,141.26
9,484.96,253.23,140.51
9,518.89,693.16,142.83
9,522.08,689.39,143.51
9,527.21,645.97,144.42
9,527.19,607.59,142.79
9,601.55,98.052,140.63
9,473.05,679.59,141.19
9,481.79,323.6,141.65
9,486.27,175.77,142.37
9,488.24,187.99,143.09
9,488.97,340.64,142.19
9,506.67,33.073,142.57
9,523.02,264.8,142.67
9,524.82,631.08,146.01
9,665.05,309.62,142.0
9,673.0,256.43,143.82
9,721.32,259.5,146.64
9,748.12,237.2,145.47
9,480.2,628.78,142.37
9,486.8,135.81,142.33
9,529.95,672.96,144.41
9,533.47,333.21,143.13
9,607.91,206.7,143.68
9,728.57,38.576,144.92
9,476.51,640.58,144.14
9,491.98,295.9,144.98
9,492.18,343.94,144.38
9,575.38,35.701,145.36
9,583.57,136.01,145.95
9,654.19,53.727,146.62
9,673.04,302.39,144.68
9,691.88,250.35,145.17
9,702.91,59.896,143.06
9,487.73,13.438,142.85
9,490.1,271.63,144.71
9,491.44,173.94,144.99
9,492.15,294.7,144.92
9,535.64,651.46,147.07
9,543.54,285.22,146.28
9,608.68,87.239,147.45
9,657.19,324.74,144.46
9,480.32,650.21,145.94
