t,x,y,z
53,705.45,35.818,158.33
53,765.02,231.58,157.71
53,495.87,681.4,156.43
53,496.83,670.13,155.86
53,509.41,282.42,155.84
53,529.03,540.67,158.27
53,559.03,667.24,158.42
53,564.09,251.63,157.1
53,509.36,219.78,157.05
53,512.35,162.75,157.21
53,519.89,551.61,158.1
53,527.54,564.55,157.77
53,528.98,564.38,157.58
53,533.25,40.888,158.07
53,588.48,180.2,157.76
53,653.64,338.05,157.18
53,499.85,626.65,158.59
53,499.8,679.12,158.59
53,508.62,231.61,157.8
53,511.1,185.87,157.68
53,509.83,307.27,157.5
53,514.43,168.17,158.59
53,523.79,553.59,158.63
53,533.8,546.37,159.95
53,556.31,565.65,159.82
53,597.48,192.66,158.72
53,625.64,222.49,157.75
53,665.19,46.415,160.11
53,707.35,250.59,159.95
53,760.53,45.412,159.22
53,501.78,598.23,159.72
53,513.07,37.862,155.86
53,513.17,336.96,159.8
53,512.31,370.84,160.0
53,536.57,203.06,159.98
53,548.72,542.53,160.17
53,555.16,689.54,161.71
53,567.47,629.14,160.16
53,582.84,279.91,159.5
53,777.85,54.884,161.99
53,510.84,320.06,159.9
53,516.55,387.52,159.03
53,528.8,350.15,162.35
53,558.78,679.55,161.1
53,561.25,673.97,161.18
53,576.35,147.24,160.07
53,579.44,53.568,161.83
53,680.25,247.1,160.98
53,510.1,410.69,162.29
53,511.84,332.11,160.33
53,516.65,183.53,161.23
53,517.19,167.99,160.19
53,519.55,366.1,162.92
53,547.69,530.75,163.38
53,553.12,245.67,160.25
53,577.82,376.61,159.16
53,606.06,203.09,161.24
53,721.53,248.48,160.7
53,782.51,200.44,164.07
53,516.84,241.82,161.29
53,516.52,277.36,161.56
53,517.32,365.03,162.72
53,548.35,359.83,162.93
53,613.0,373.15,164.02
53,653.06,237.49,163.06
53,505.59,629.19,162.63
53,516.8,231.38,162.83
53,522.53,109.86,162.96
53,555.44,337.98,164.05
53,576.31,155.07,162.33
53,599.68,377.4,164.07
53,665.92,330.15,162.61
53,674.55,39.204,163.48
53,685.87,285.61,163.16
53,506.43,649.79,163.38
53,568.81,649.87,165.41
53,532.19,202.02,164.63
53,784.22,196.45,165.06
54,247.26,621.08,3.7207
54,250.29,578.69,4.082
54,250.37,470.77,3.0991
54,261.56,75.999,3.2741
54,253.14,515.92,4.3689
54,253.65,543.06,4.5076
54,255.93,373.99,4.6684
54,262.49,325.48,4.9336
54,263.42,113.69,4.2253
54,264.16,212.51,4.8318
54,270.68,540.94,5.3256
54,368.42,398.93,4.4411
54,251.86,650.83,5.4968
54,256.72,510.58,5.607
54,257.89,482.75,5.2581
54,263.81,348.79,5.5353
54,266.45,318.78,5.5444
54,266.56,337.83,5.8542
54,269.32,67.515,5.5196
54,272.51,272.68,6.0145
54,369.02,437.57,5.3673
54,252.5,697.73,6.5579
54,253.79,599.81,6.1022
54,255.56,640.5,6.7242
54,263.16,362.2,6.0831
54,266.7,469.15,4.9246
54,269.77,198.2,6.0094
54,268.82,254.23,6.5653
54,271.0,100.16,6.6773
54,275.74,36.163,6.2595
54,278.49,46.913,6.3873
54,284.68,25.189,7.3374
54,334.5,410.64,5.4968
54,348.63,434.71,6.3707
54,370.1,378.03,6.7725
54,371.91,454.48,6.4255
54,374.43,417.13,6.3779
54,377.02,377.82,6.6083
54,380.43,402.88,6.2374
54,257.54,647.9,7.9971
54,262.15,538.58,6.1776
54,264.25,608.56,7.4421
54,271.13,152.73,7.6435
54,270.95,183.76,7.5124
54,273.41,141.4,7.8994
54,276.63,308.16,7.3476
54,327.05,396.58,7.4306
54,331.35,459.88,6.6734
54,343.69,378.61,7.2615
54,386.86,387.62,7.9269
54,273.15,113.35,6.7792
54,274.55,237.82,9.02
54,275.06,527.66,7.6885
54,277.11,562.68,9.0688
54,276.6,630.91,8.9643
54,285.96,165.72,10.128
54,290.54,31.091,9.5737
54,323.28,415.07,7.8661
54,379.49,360.93,9.2388
54,390.57,448.05,8.5867
54,263.03,644.14,9.721
54,264.19,422.52,9.3645
54,274.06,259.74,9.6322
54,278.34,294.46,8.6532
54,278.4,550.84,9.7642
54,280.01,574.76,10.775
54,303.2,377.95,10.433
54,312.09,371.22,10.042
54,315.44,372.34,10.218
54,316.04,439.91,9.4198
54,321.4,467.05,9.5772
54,326.38,460.91,8.2067
54,342.24,490.39,9.8121
54,372.6,487.59,8.9152
54,389.83,466.68,9.4531
54,266.1,593.0,10.15
54,275.13,262.21,10.116
54,277.26,201.53,10.711
54,277.27,140.22,9.8855
54,281.02,462.19,10.484
54,280.75,582.72,11.186
54,291.45,121.88,11.574
54,293.01,34.522,11.53
54,293.94,179.43,11.433
54,295.7,389.7,11.572
54,305.69,370.85,10.453
54,316.33,348.11,11.036
54,362.27,515.61,11.744
54,366.75,343.61,11.901
54,379.53,336.64,10.815
54,400.01,476.33,10.931
54,269.26,544.99,10.764
54,273.56,416.46,10.833
54,274.92,423.69,10.36
54,275.44,490.09,8.9702
54,280.57,62.603,11.018
54,290.07,73.19,12.31
54,293.27,118.69,12.511
54,296.11,26.3,11.582
54,296.46,220.66,12.845
54,296.25,346.46,12.19
54,315.35,488.47,12.033
54,324.38,354.67,11.827
54,338.99,347.09,11.482
54,354.9,330.85,11.983
54,353.7,336.58,11.417
54,390.27,343.39,12.634
54,398.38,379.04,11.62
54,404.35,412.6,11.664
54,408.59,454.16,11.911
54,269.63,611.1,11.566
54,280.05,168.05,11.995
54,281.42,84.158,12.404
54,282.12,104.06,11.568
54,289.94,282.73,13.768
54,296.08,214.96,14.367
54,296.32,185.32,12.525
54,304.55,445.41,12.722
54,347.44,334.92,12.779
54,346.67,521.54,14.011
54,378.08,321.22,14.161
54,267.58,665.36,12.942
54,267.53,647.93,13.587
54,272.01,380.3,13.334
54,273.29,512.61,11.572
54,274.8,429.43,11.91
54,283.06,119.47,12.265
54,281.08,235.41,12.503
54,283.08,642.39,14.351
54,283.65,627.07,15.245
54,287.47,667.81,16.349
54,292.23,314.79,13.49
54,309.26,315.05,14.672
54,311.04,480.11,13.895
54,268.68,689.95,15.001
54,271.27,569.73,14.607
54,281.23,424.6,13.712
54,282.7,516.45,15.006
54,284.85,179.87,14.247
54,299.3,132.84,16.381
54,302.35,228.78,14.806
54,335.51,527.5,16.645
54,403.29,362.76,14.948
54,423.92,447.99,14.703
54,278.12,400.82,14.282
54,281.62,239.95,12.416
54,283.86,175.29,14.867
54,284.0,208.54,15.709
54,283.89,228.21,14.877
54,337.28,330.3,15.332
54,391.88,519.3,17.002
54,420.89,427.07,16.1
54,284.33,409.97,14.065
54,285.11,257.06,15.627
54,288.72,440.37,16.086
54,289.98,304.24,15.272
54,293.91,347.24,13.775
54,295.49,412.7,15.207
54,299.24,118.26,16.409
54,315.1,508.59,16.541
54,317.85,514.49,17.947
54,329.31,539.22,18.282
54,358.39,305.56,17.839
54,384.57,311.93,16.831
54,408.69,380.32,16.046
54,420.2,486.49,17.581
54,271.64,693.11,16.951
54,287.96,190.06,15.637
54,287.82,451.69,16.288
54,289.81,497.28,16.869
54,305.5,300.56,18.832
54,305.6,500.27,19.393
54,305.72,175.43,17.953
54,342.52,565.46,18.925
54,347.45,314.57,18.043
54,369.85,552.27,20.078
54,296.11,405.65,16.331
54,327.13,396.63,18.111
54,339.99,310.65,18.635
54,348.16,574.42,20.87
54,388.32,310.16,17.97
54,283.4,567.54,18.625
54,286.54,591.5,18.721
54,288.4,428.84,19.041
54,290.86,277.79,18.296
54,290.08,209.14,17.677
54,301.5,71.335,19.402
54,309.18,200.17,21.139
54,312.49,228.85,21.195
54,313.26,521.86,19.452
54,315.66,574.79,20.797
54,316.2,263.45,21.26
54,316.39,392.91,20.647
54,316.59,474.75,21.107
54,321.47,560.13,21.19
54,368.97,342.76,20.745
54,414.62,365.85,19.194
54,419.0,386.69,19.714
54,424.49,407.76,20.029
54,441.75,452.66,19.502
54,276.92,660.4,20.044
54,276.69,693.19,20.743
54,287.46,514.11,19.352
54,287.36,540.34,20.672
54,289.75,449.03,18.21
54,292.12,228.72,20.072
54,294.22,100.76,19.804
54,296.28,397.85,20.906
54,307.55,139.89,20.574
54,310.43,553.47,20.869
54,320.37,502.89,23.637
54,327.64,563.65,22.462
54,336.34,296.93,21.157
54,346.57,307.32,20.023
54,399.15,323.81,22.5
54,292.55,507.37,20.199
54,296.68,425.29,21.433
54,297.06,437.55,20.929
54,318.56,205.82,21.789
54,324.3,268.33,22.887
54,451.78,440.0,22.485
54,281.18,668.49,21.965
54,294.64,146.53,21.569
54,297.82,78.639,21.702
54,302.02,47.009,21.559
54,305.88,263.18,21.878
54,312.24,594.88,23.463
54,315.45,167.01,23.756
54,326.35,569.9,24.622
54,338.69,592.83,26.057
54,360.7,288.36,23.333
54,367.13,575.22,24.936
54,371.16,342.45,21.728
54,426.3,380.37,23.099
54,450.91,449.46,22.804
54,291.17,607.08,22.392
54,298.24,541.52,24.459
54,299.83,160.71,22.207
54,304.13,58.371,22.368
54,312.69,123.78,24.296
54,313.7,129.45,24.686
54,289.04,551.28,23.683
54,303.18,248.28,22.887
54,302.63,322.91,24.016
54,313.89,419.97,24.798
54,317.09,238.35,25.519
54,328.94,363.84,23.03
54,339.54,345.77,26.121
54,359.41,521.99,24.391
54,407.37,539.7,26.79
54,432.05,375.16,25.184
54,448.96,473.41,24.715
54,291.49,567.99,25.513
54,292.5,663.33,25.735
54,292.78,586.08,24.237
54,294.04,554.72,24.523
54,344.86,280.66,25.743
54,383.83,276.77,28.262
54,393.06,288.01,26.895
54,411.95,328.88,25.887
54,289.53,681.33,26.514
54,299.09,545.48,26.496
54,303.24,209.83,26.109
54,301.44,639.67,26.76
54,306.1,357.34,26.344
54,315.9,114.97,26.87
54,329.96,212.35,27.695
54,394.52,552.69,27.15
54,293.98,675.17,26.81
54,296.19,596.61,26.703
54,295.92,637.1,26.939
54,296.8,561.63,26.689
54,298.23,521.76,27.012
54,305.69,100.48,27.199
54,334.09,625.19,29.023
54,340.52,256.6,28.135
54,346.02,269.32,27.991
54,377.7,587.44,29.103
54,392.63,281.91,28.419
54,409.2,309.32,27.623
54,451.95,418.89,28.746
54,303.25,455.35,26.791
54,307.55,155.35,29.262
54,306.25,380.59,27.287
54,323.38,138.69,28.985
54,332.74,195.42,28.52
54,335.66,211.3,29.476
54,337.96,230.76,30.97
54,351.87,616.67,29.757
54,367.62,600.14,30.116
54,443.15,390.91,28.94
54,298.55,628.19,29.667
54,300.46,569.81,28.088
54,303.47,684.14,28.427
54,307.36,173.68,29.013
54,309.74,280.58,28.539
54,312.67,61.202,28.93
54,359.65,262.2,31.366
54,422.32,336.17,29.239
54,448.1,402.35,30.207
54,307.09,651.79,31.953
54,310.06,224.05,29.7
54,321.12,275.0,31.963
54,329.86,187.17,32.072
54,333.64,635.99,33.304
54,367.84,256.9,31.641
54,416.99,319.46,31.231
54,301.38,511.25,30.536
54,304.5,530.04,31.437
54,307.48,399.17,31.653
54,308.32,419.83,30.546
54,308.3,315.19,30.318
54,309.53,208.76,29.462
54,314.66,46.154,30.307
54,320.33,662.36,33.904
54,325.02,642.73,33.888
54,329.52,141.59,34.631
54,333.24,640.19,34.23
54,348.5,251.15,31.22
54,399.59,293.7,31.532
54,313.25,250.34,32.111
54,314.99,99.191,31.7
54,332.37,148.12,34.408
54,334.53,169.36,32.787
54,337.08,173.84,33.572
54,348.63,245.62,31.874
54,373.66,602.35,34.294
54,381.27,254.17,33.564
54,313.19,297.88,33.058
54,314.5,152.58,33.826
54,332.55,148.47,34.734
54,414.02,304.47,33.007
54,305.4,657.51,34.435
54,330.13,120.82,34.039
54,331.88,123.7,35.153
54,365.76,621.81,35.619
54,388.79,590.51,35.601
54,391.47,336.17,34.826
54,466.46,458.98,35.753
54,308.34,673.83,35.889
54,316.55,283.65,34.289
54,324.95,27.737,34.209
54,351.32,212.98,37.294
54,370.57,240.0,37.845
54,412.95,290.09,36.968
54,308.92,494.73,36.152
54,308.36,532.93,34.785
54,317.88,275.76,35.059
54,318.39,261.75,35.816
54,339.26,159.85,37.186
54,353.72,239.5,36.771
54,309.05,606.99,37.328
54,313.14,412.48,35.917
54,314.05,417.65,36.248
54,316.18,342.23,36.669
54,317.81,179.37,36.151
54,318.66,375.78,37.627
54,317.94,381.12,37.172
54,320.49,88.831,37.257
54,327.61,52.666,37.328
54,380.68,609.8,39.437
54,402.73,325.3,38.365
54,415.57,565.54,37.969
54,416.56,562.64,38.21
54,433.72,536.69,39.074
54,307.41,693.41,37.767
54,314.53,403.85,36.129
54,314.83,444.91,38.201
54,317.89,329.28,37.875
54,319.13,290.21,37.024
54,319.35,366.8,37.564
54,324.13,54.217,37.822
54,322.89,100.45,38.383
54,336.26,133.24,38.981
54,381.33,234.0,39.109
54,406.51,273.46,39.594
54,311.06,653.13,40.058
54,323.5,222.57,38.247
54,336.99,675.9,42.403
54,359.38,308.34,38.546
54,365.46,306.74,39.205
54,433.33,328.38,41.103
54,432.3,542.1,41.39
54,313.09,507.01,40.002
54,359.52,206.57,41.036
54,387.5,603.62,43.137
54,459.68,497.16,41.169
54,316.0,474.71,41.283
54,323.47,280.93,39.96
54,325.03,160.75,41.09
54,327.01,70.207,41.232
54,354.45,657.11,43.823
54,362.63,215.09,42.816
54,397.94,246.65,42.444
54,417.51,285.36,41.613
54,439.75,341.8,41.146
54,462.74,483.65,42.972
54,327.34,139.12,42.583
54,352.27,365.93,41.071
54,353.74,184.16,45.034
54,387.24,607.99,43.163
54,436.86,331.56,43.736
54,316.24,608.63,43.013
54,321.72,456.34,43.661
54,333.5,44.834,41.689
54,331.58,58.303,42.141
54,337.42,71.183,43.354
54,345.25,130.84,44.552
54,426.22,556.5,45.996
54,434.96,318.57,44.677
54,318.24,680.6,44.521
54,317.81,688.99,45.209
54,324.05,420.45,44.773
54,325.08,392.77,43.11
54,332.42,149.21,43.843
54,337.23,66.172,44.078
54,456.9,513.22,46.341
54,466.97,426.28,44.735
54,321.68,508.46,45.433
54,321.35,547.14,45.228
54,321.32,587.21,45.289
54,322.95,483.52,45.731
54,328.64,348.64,45.874
54,332.75,183.95,45.764
54,333.88,193.27,44.487
54,346.21,115.92,46.576
54,374.78,365.28,46.702
54,419.21,274.76,46.274
54,448.43,353.92,45.648
54,457.92,385.63,48.086
54,320.36,655.5,46.331
54,371.22,193.01,48.09
54,379.63,207.27,47.337
54,323.34,631.86,47.814
54,323.72,533.4,47.486
54,331.33,365.68,47.725
54,335.79,180.58,46.291
54,336.4,211.85,47.034
54,336.72,259.03,45.149
54,339.27,37.966,46.845
54,366.1,175.85,49.139
54,403.38,244.82,48.403
54,440.45,324.16,47.924
54,324.46,694.22,49.13
54,326.97,500.86,48.409
54,334.57,316.8,48.07
54,337.51,81.984,47.542
54,413.43,254.6,50.984
54,326.64,684.87,49.719
54,335.85,289.88,48.386
54,436.86,306.04,51.044
54,325.54,562.37,50.269
54,327.19,666.49,50.014
54,329.94,512.86,49.999
54,339.59,186.09,49.439
54,340.83,109.37,50.227
54,353.56,27.46,50.755
54,359.37,130.62,51.497
54,360.67,146.38,52.993
54,409.84,590.97,52.24
54,329.93,655.49,51.835
54,333.98,458.76,51.679
54,346.25,66.884,50.871
54,347.43,42.5,50.745
54,369.24,159.77,52.401
54,330.94,690.84,52.406
54,332.32,588.54,52.238
54,332.54,591.79,52.713
54,335.23,468.48,52.765
54,335.85,439.21,53.033
54,338.07,362.58,52.064
54,340.05,327.88,51.046
54,360.29,28.973,53.105
54,372.22,165.86,52.574
54,381.27,345.31,52.082
54,474.27,440.04,53.153
54,340.13,392.02,53.992
54,340.89,346.82,52.691
54,362.0,123.45,55.711
54,347.5,216.73,52.537
54,347.9,165.44,55.118
54,350.04,71.735,53.695
54,350.79,323.18,53.25
54,352.64,300.79,53.599
54,425.15,572.57,56.569
54,335.56,631.03,56.199
54,337.37,494.79,55.352
54,339.3,605.64,56.27
54,340.28,515.7,55.247
54,348.37,155.51,55.412
54,348.49,243.91,54.313
54,370.12,360.7,56.277
54,421.6,328.05,56.361
54,458.28,359.88,56.357
54,346.37,317.8,55.384
54,345.64,352.57,56.157
54,352.3,222.83,56.502
54,392.71,196.6,58.16
54,426.41,263.93,57.02
54,339.58,666.94,58.517
54,338.49,638.56,58.021
54,338.13,678.33,57.589
54,345.23,413.57,58.443
54,351.33,261.61,56.58
54,352.51,188.83,57.608
54,352.27,200.51,56.968
54,352.03,279.46,57.495
54,357.18,50.051,56.796
54,381.65,173.8,58.553
54,402.93,356.37,58.676
54,407.78,331.58,57.123
54,339.05,663.57,58.299
54,340.37,655.51,56.875
54,342.78,556.77,58.239
54,346.49,428.56,58.875
54,354.78,126.49,57.213
54,378.49,648.46,61.245
54,437.86,295.32,60.175
54,347.8,405.44,59.262
54,350.19,365.74,59.366
54,354.11,169.29,58.953
54,360.96,604.58,59.376
54,383.97,386.93,60.297
54,453.12,336.7,59.949
54,343.1,667.32,60.842
54,344.04,575.02,60.007
54,344.11,623.94,60.713
54,349.12,332.95,59.606
54,356.42,188.46,60.008
54,357.57,66.95,59.432
54,362.77,5.3329,59.386
54,371.35,126.57,64.535
54,343.91,694.32,61.346
54,345.04,633.52,61.545
54,358.59,82.954,60.082
54,367.92,111.57,63.296
54,367.52,22.047,59.383
54,413.59,359.29,61.652
54,351.29,487.1,63.008
54,351.99,464.8,62.583
54,359.73,99.381,61.851
54,359.61,87.897,62.141
54,385.66,399.48,64.712
54,439.08,559.38,64.733
54,475.03,424.08,64.086
54,351.14,517.15,63.342
54,352.82,451.61,63.163
54,352.46,514.08,63.386
54,355.17,392.43,63.528
54,389.31,165.87,63.955
54,397.8,184.28,65.629
54,412.27,219.66,65.426
54,350.01,600.1,64.439
54,355.19,412.05,64.434
54,356.66,350.88,64.553
54,356.77,432.97,65.296
54,355.91,506.79,63.765
54,361.71,193.08,64.119
54,391.85,635.83,64.863
54,473.16,408.08,65.324
54,352.48,579.22,64.9
54,352.27,583.79,65.553
54,356.39,469.59,65.123
54,362.84,160.46,63.98
54,364.09,180.26,65.139
54,364.17,141.04,65.507
54,364.64,126.94,65.324
54,375.98,302.53,64.566
54,379.68,659.98,66.818
54,354.17,570.59,66.131
54,361.03,246.2,65.4
54,363.37,262.43,65.433
54,444.82,382.13,68.4
54,352.89,654.76,66.906
54,359.38,474.52,67.222
54,361.44,379.18,67.463
54,360.96,488.18,66.454
54,363.53,321.52,67.318
54,365.57,178.15,65.735
54,373.91,110.69,68.519
54,355.09,666.71,68.486
54,358.9,543.68,67.792
54,362.15,352.79,67.521
54,361.8,429.12,67.735
54,368.27,293.23,66.39
54,374.11,76.671,69.543
54,395.88,158.79,70.74
54,357.28,623.49,69.145
54,367.17,238.19,66.231
54,368.09,277.45,68.329
54,379.68,200.46,70.457
54,392.92,369.66,70.016
54,374.25,122.4,70.534
54,410.99,608.84,71.804
54,458.23,541.14,71.628
54,365.23,495.86,71.886
54,366.07,415.69,71.287
54,370.98,359.97,73.246
54,371.4,681.3,72.478
54,374.81,150.61,69.315
54,374.53,182.51,69.082
54,376.11,223.3,69.967
54,377.56,201.04,70.57
54,377.31,26.403,69.432
54,378.03,202.21,70.985
54,371.73,434.83,72.705
54,404.63,174.0,73.421
54,404.89,617.39,73.579
54,421.9,223.61,74.486
54,447.38,307.92,72.382
54,370.51,399.97,73.726
54,374.3,458.59,74.274
54,375.69,160.6,72.265
54,375.96,260.93,72.486
54,377.91,75.592,72.374
54,378.49,249.22,73.349
54,379.03,113.3,73.428
54,386.35,654.7,73.392
54,402.23,163.5,73.874
54,474.45,402.93,74.732
54,364.49,652.24,74.193
54,365.41,658.34,74.662
54,366.88,695.87,75.911
54,367.62,601.12,74.693
54,371.95,345.16,73.009
54,376.83,460.84,74.752
54,436.14,574.16,75.269
54,367.49,610.19,75.97
54,373.42,542.31,76.346
54,372.58,580.22,74.999
54,374.01,373.16,75.689
54,375.3,447.51,76.696
54,382.88,227.77,75.057
54,384.8,494.87,76.43
54,402.86,383.67,75.177
54,409.67,399.87,75.842
54,412.65,184.24,76.878
54,368.28,671.62,75.862
54,373.55,562.73,77.584
54,372.88,567.26,76.833
54,373.78,533.77,77.246
54,374.46,358.08,76.084
54,376.0,381.58,75.654
54,383.36,54.936,75.62
54,385.94,201.31,75.05
54,411.0,455.23,77.829
54,439.94,267.43,78.774
54,461.67,344.82,77.79
54,469.54,371.65,77.144
54,373.38,524.43,78.064
54,376.86,335.06,76.953
54,376.8,425.25,78.35
54,394.32,28.343,78.03
54,398.2,126.81,78.01
54,370.12,688.97,78.542
54,378.84,440.57,79.261
54,380.25,312.69,77.851
54,382.9,408.96,80.533
54,381.79,292.34,76.415
54,390.21,78.03,78.072
54,391.39,53.919,77.864
54,392.89,105.02,77.545
54,438.84,257.36,80.658
54,470.5,531.66,79.746
54,484.89,495.3,80.01
54,371.79,662.62,78.965
54,373.76,625.47,79.702
54,374.36,622.24,80.147
54,375.3,594.62,79.411
54,379.83,395.84,79.708
54,379.71,469.57,79.5
54,383.21,287.49,78.573
54,390.1,175.96,77.964
54,405.82,439.42,81.054
54,435.23,244.17,81.838
54,444.07,276.56,79.163
54,481.74,507.76,81.946
54,373.78,699.24,81.16
54,377.89,562.44,80.096
54,379.77,397.74,79.917
54,390.93,37.781,79.729
54,397.04,303.41,80.282
54,404.97,468.95,80.384
54,410.61,466.23,81.085
54,455.92,321.69,81.622
54,457.94,422.78,81.144
54,485.81,454.55,81.59
54,377.4,645.53,81.763
54,379.65,701.63,81.869
54,379.99,685.74,81.293
54,383.84,326.71,80.174
54,391.06,151.92,81.441
54,391.08,171.16,79.977
54,403.16,395.15,80.753
54,385.0,409.64,82.583
54,394.43,132.36,81.584
54,399.48,214.0,82.567
54,402.36,220.1,83.268
54,413.47,606.91,83.246
54,384.75,482.07,83.924
54,385.24,334.3,83.492
54,398.19,3.5179,82.442
54,411.35,445.51,84.278
54,415.06,161.66,83.791
54,460.37,548.01,84.27
54,478.08,412.55,85.121
54,379.33,672.62,83.776
54,386.02,413.05,84.289
54,387.48,401.5,83.608
54,390.69,266.59,82.95
54,402.01,100.07,83.851
54,413.93,606.14,84.001
54,416.62,423.69,85.549
54,448.45,411.8,84.174
54,384.1,522.95,85.51
54,386.12,615.99,85.706
54,385.36,440.53,85.212
54,386.1,572.82,85.376
54,404.74,108.8,85.457
54,410.12,423.0,85.826
54,411.62,220.43,85.557
54,413.76,213.6,84.905
54,399.91,167.73,85.172
54,432.68,449.25,86.644
54,484.48,513.34,86.887
54,385.75,648.42,87.537
54,386.12,652.15,86.812
54,388.59,580.94,87.087
54,398.34,155.99,85.78
54,399.36,245.88,85.401
54,400.46,120.48,87.337
54,405.07,11.893,86.41
54,420.33,459.85,87.966
54,478.27,408.26,87.813
54,491.15,462.86,89.017
54,387.74,664.38,87.92
54,391.01,594.9,88.905
54,403.6,32.388,86.978
54,404.17,231.2,86.946
54,406.34,619.38,89.719
54,420.39,168.27,89.005
54,421.66,591.45,87.376
54,397.26,372.69,89.896
54,398.4,296.47,89.315
54,400.63,140.61,88.76
54,413.58,141.27,88.341
54,464.89,359.01,90.261
54,490.43,494.96,89.012
54,391.6,500.59,90.652
54,392.0,620.39,91.07
54,393.63,458.02,90.713
54,393.31,568.36,90.291
54,392.72,588.74,90.174
54,395.32,417.43,90.958
54,394.6,463.44,90.875
54,396.63,358.62,88.852
54,396.74,381.87,90.396
54,429.32,201.69,91.308
54,452.57,549.03,90.694
54,394.21,479.75,91.94
54,397.69,364.63,89.643
54,403.42,275.68,91.375
54,403.06,270.77,89.587
54,407.69,170.96,89.547
54,396.14,435.2,93.036
54,396.9,409.17,92.146
54,400.4,343.51,93.223
54,403.59,309.36,92.068
54,408.91,127.03,91.514
54,412.16,93.509,92.373
54,420.28,152.72,92.216
54,438.55,569.91,94.309
54,461.77,348.92,92.963
54,662.04,164.2,94.554
54,396.44,512.81,94.351
54,395.79,633.8,93.519
54,396.62,605.92,93.623
54,417.67,67.496,94.536
54,395.91,657.72,93.964
54,399.96,653.72,94.955
54,408.09,256.4,94.152
54,646.14,173.0,96.718
54,398.42,676.71,95.085
54,400.89,212.23,94.921
54,400.42,441.07,95.492
54,400.74,475.34,95.054
54,400.86,500.86,96.179
54,403.67,352.79,94.853
54,413.93,41.528,94.444
54,453.51,326.17,96.044
54,669.83,171.44,97.715
54,401.49,206.36,95.897
54,401.99,625.47,96.337
54,406.5,393.26,95.0
54,408.48,223.59,92.98
54,407.89,314.4,95.872
54,415.77,19.822,95.512
54,424.61,62.368,95.898
54,454.92,306.07,95.803
54,460.24,341.44,97.702
54,649.39,160.34,97.083
54,402.95,525.88,97.522
54,403.11,688.21,97.795
54,403.31,362.56,95.165
54,405.25,449.08,98.407
54,404.97,453.19,97.115
54,456.06,312.17,98.391
54,490.97,462.48,97.421
54,514.44,203.79,99.988
54,405.32,618.74,98.869
54,407.97,382.85,96.945
54,413.87,591.72,97.841
54,431.89,196.05,96.871
54,554.68,295.81,100.64
54,648.02,181.95,98.3
54,667.92,125.93,99.988
54,405.77,637.99,99.907
54,405.07,671.36,100.09
54,407.71,425.48,99.126
54,409.41,349.32,98.914
54,411.35,407.35,99.27
54,411.69,331.02,99.046
54,411.52,612.44,100.27
54,420.32,243.49,98.522
54,421.08,576.6,100.05
54,427.48,180.87,99.239
54,492.79,473.43,99.596
54,558.64,219.64,100.78
54,623.52,148.02,100.44
54,635.49,153.45,100.16
54,642.01,188.87,100.6
54,642.87,188.66,100.4
54,648.38,164.73,98.488
54,651.14,132.7,100.75
54,406.22,662.22,100.95
54,410.56,216.34,99.359
54,411.17,699.98,102.17
54,416.04,586.55,99.631
54,429.31,593.39,101.95
54,443.27,563.15,100.03
54,483.25,439.52,100.24
54,484.25,522.63,99.734
54,559.74,301.54,100.92
54,569.55,282.77,101.43
54,579.45,295.8,101.71
54,632.64,176.33,101.47
54,407.98,645.38,101.79
54,410.3,683.62,101.78
54,411.9,413.93,101.23
54,416.42,571.5,100.94
54,430.97,183.41,100.36
54,443.61,571.72,102.41
54,447.34,274.44,101.42
54,450.57,50.953,103.01
54,456.9,526.72,101.63
54,478.54,421.58,101.75
54,547.78,297.04,102.9
54,552.69,264.78,103.92
54,581.17,279.97,101.42
54,642.25,153.18,102.47
54,674.4,209.4,103.47
54,412.83,436.2,102.58
54,430.9,335.65,103.35
54,434.6,574.83,103.47
54,444.6,584.73,104.3
54,463.72,370.01,102.48
54,472.41,552.27,105.45
54,584.22,250.12,104.42
54,416.36,685.14,103.98
54,416.93,559.03,101.79
54,420.01,322.41,103.03
54,436.13,535.54,103.72
54,462.73,561.33,104.63
54,468.18,392.13,103.43
54,467.91,405.92,104.07
54,493.96,521.04,103.21
54,497.73,501.87,104.47
54,525.86,179.97,106.16
54,531.62,286.76,103.06
54,542.34,284.14,104.54
54,564.39,250.58,105.45
54,581.54,287.11,102.39
54,588.75,262.12,103.88
54,596.61,277.19,103.62
54,598.37,289.6,101.74
54,637.16,177.46,103.31
54,648.44,123.95,104.68
54,663.06,110.16,106.03
54,413.75,622.24,104.25
54,414.94,632.99,104.99
54,419.85,551.54,103.07
54,425.05,594.36,102.94
54,428.66,112.79,103.97
54,439.52,115.58,105.37
54,441.91,525.33,104.58
54,506.27,513.66,104.3
54,559.04,309.41,103.39
54,607.74,165.42,104.84
54,629.79,189.75,104.18
54,643.82,213.34,105.41
54,647.49,116.04,106.93
54,647.6,211.28,105.08
54,649.22,214.53,105.37
54,418.55,390.09,105.19
54,430.52,172.83,105.1
54,434.54,219.57,103.92
54,447.96,587.7,105.39
54,453.58,583.32,106.15
54,490.66,482.59,104.59
54,560.03,315.4,105.52
54,578.94,313.82,105.19
54,580.47,216.64,107.08
54,606.72,151.09,106.44
54,634.22,124.42,107.36
54,664.22,99.82,106.27
54,684.59,172.12,107.51
